Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,45815
Infiniti,FX35,2010,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,44300
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,38830
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,35725
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,29999
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,27999
Dodge,Nitro,2010,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,26750
Dodge,Nitro,2010,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,25750
Dodge,Nitro,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,24895
Dodge,Nitro,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23250
Dodge,Nitro,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23250
Ford,Ranger,2010,regular unleaded,207,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,15,5657,23220
Ford,Ranger,2010,regular unleaded,207,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,15,5657,22485
Ford,Ranger,2010,regular unleaded,207,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,15,5657,22155
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,49500
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,46195
Infiniti,FX,2011,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,44050
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,42455
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,39405
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,39350
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,36300
Hyundai,Veracruz,2011,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,1439,36095
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,17,586,33340
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,32099
Hyundai,Veracruz,2011,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,1439,30245
Dodge,Nitro,2011,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,28995
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,21,15,436,28299
Dodge,Nitro,2011,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,27995
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,17,586,27955
Dodge,Nitro,2011,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,27245
Dodge,Nitro,2011,regular unleaded,260,6,AUTOMATIC,rear wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851,26245
Dodge,Nitro,2011,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,24985
Dodge,Nitro,2011,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23995
Ford,Ranger,2011,regular unleaded,207,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,5657,23495
Dodge,Nitro,2011,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851,23340
Ford,Ranger,2011,regular unleaded,207,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,5657,22640
Ford,Ranger,2011,regular unleaded,207,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,21,16,5657,22425
Mercedes-Benz,R-Class,2012,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,Wagon,21,16,617,52690
Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,16,190,52000
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,50305
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,47000
Infiniti,FX,2012,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,45150
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,43245
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,40195
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,39850
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,36800
Hyundai,Veracruz,2012,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,1439,36195
Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35895
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,17,586,33540
Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32595
GMC,Canyon,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,549,31790
Subaru,Tribeca,2012,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,30595
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,1385,30320
Hyundai,Veracruz,2012,regular unleaded,260,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,1439,30245
GMC,Canyon,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,549,29125
GMC,Canyon,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,549,28610
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,1385,28460
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,17,586,28155
Rolls-Royce,Ghost,2013,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,296000
Rolls-Royce,Ghost,2013,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,256650
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,47885
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,44580
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,41675
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,39030
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,38625
Honda,Ridgeline,2013,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,37380
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,35980
Honda,Ridgeline,2013,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,35030
Subaru,Tribeca,2013,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,32595
Honda,Ridgeline,2013,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,32155
Honda,Ridgeline,2013,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,30195
Honda,Ridgeline,2013,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,29450
Rolls-Royce,Ghost,2014,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,303300
Rolls-Royce,Wraith,2014,premium unleaded (required),624,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,284900
Rolls-Royce,Ghost,2014,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,263200
Bentley,Continental GT,2014,flex-fuel (premium unleaded required/E85),567,12,AUTOMATIC,all wheel drive,2,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,21,12,520,198600
Aston Martin,V8 Vantage,2014,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,21,14,259,150900
Maserati,GranTurismo,2014,premium unleaded (required),454,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,143400
Aston Martin,V8 Vantage,2014,premium unleaded (required),420,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,21,14,259,136900
Aston Martin,V8 Vantage,2014,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,259,136400
Maserati,GranTurismo,2014,premium unleaded (required),454,8,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,238,126500
Aston Martin,V8 Vantage,2014,premium unleaded (required),420,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,259,122400
Chevrolet,SS,2014,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,21,14,1385,43475
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,37505
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,37505
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,35155
Subaru,Tribeca,2014,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,34095
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,32380
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,30720
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,N/A,Large,Crew Cab Pickup,21,15,2202,29575
Rolls-Royce,Ghost Series II,2015,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,319400
Aston Martin,Vanquish,2015,premium unleaded (required),568,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Convertible,21,13,259,301695
Rolls-Royce,Wraith,2015,premium unleaded (required),624,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,294025
Rolls-Royce,Ghost Series II,2015,premium unleaded (required),563,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,21,13,86,286750
Aston Martin,Vanquish,2015,premium unleaded (required),568,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,21,13,259,283695
Bentley,Continental GT,2015,flex-fuel (premium unleaded required/E85),626,12,AUTOMATIC,all wheel drive,2,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,21,12,520,227600
Mercedes-Benz,SL-Class,2015,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,21,14,617,214500
Bentley,Continental GT,2015,flex-fuel (premium unleaded required/E85),567,12,AUTOMATIC,all wheel drive,2,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Coupe,21,12,520,203500
Mercedes-Benz,S-Class,2015,premium unleaded (required),523,12,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,21,12,617,166900
Maserati,GranTurismo,2015,premium unleaded (required),454,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,165627
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,21,14,259,153195
Maserati,GranTurismo,2015,premium unleaded (required),454,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Coupe,21,13,238,150570
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,259,138695
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,21,14,259,138195
Maserati,GranTurismo,2015,premium unleaded (required),454,8,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,238,132825
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,259,123695
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,21,14,259,118400
Porsche,Cayenne,2015,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,14,1715,113600
Dodge,Viper,2015,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,107995
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,14,259,103900
Mercedes-Benz,E-Class,2015,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,21,15,617,103200
Dodge,Viper,2015,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,94995
Dodge,Viper,2015,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,94995
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,91875
Dodge,Viper,2015,premium unleaded (required),645,10,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,84995
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,84070
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,83195
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,14,1624,82795
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,80195
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,79570
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,78695
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,14,1624,78295
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,75695
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury",Large,4dr SUV,21,15,1624,75570
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,4dr SUV,21,15,1624,74695
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Luxury",Large,4dr SUV,21,14,1624,74295
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury",Large,4dr SUV,21,15,1624,71695
GMC,Yukon,2015,premium unleaded (recommended),420,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,21,14,549,67520
GMC,Yukon XL,2015,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,21,15,549,67220
Mercedes-Benz,GL-Class,2015,premium unleaded (required),362,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,21,17,617,65200
GMC,Yukon,2015,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,21,15,549,64520
Ford,Shelby GT350,2015,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,61295
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,55305
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,55010
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,52845
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,52545
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,49120
Ford,Shelby GT350,2015,premium unleaded (recommended),526,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,47795
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,46140
Chevrolet,SS,2015,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,21,14,1385,45745
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,43785
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,43620
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,41840
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,41310
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,39485
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,38855
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,37825
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,37815
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,2031,37615
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,2031,36705
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,36115
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,35360
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,15,2009,35260
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,35085
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,15,2009,34010
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,21,15,2009,32560
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,15,2009,32560
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,15,2009,31750
Nissan,Frontier,2015,regular unleaded,261,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,2009,31510
